business_id,name,categories,stars,review_count,neighborhoods,longitude,latitude,Price.Range,AcceptCreditCard,Parking
tYi1AaABtF3jX1mUIMuYcQ,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",2.5,3,['The Hill District'],-79.992893,40.437255,1,1,1
_4DWNjU9ck_ynL4Me86CJw,Heritage Wine Cellars,"['Food', 'Arts & Entertainment', 'Wineries']",3.5,9,['South Side'],-80.0016673,40.4310108,2,1,0
1u_8Lk1_0UsTmjW6b12bpw,Joe's Crab Shack,"['Seafood', 'American (Traditional)', 'Restaurants']",3.5,50,['South Side'],-80.00484,40.4336377,2,1,1
l69zskvo5X2V9lxnINgXww,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",3,4,[],-79.8886233,40.4447141,1,1,0
FnaWgExFsjWeekotG-_66g,Wendy's,"['Burgers', 'Fast Food', 'Restaurants']",2,4,['Point Breeze'],-79.8930414,40.4461496,1,1,0
44zt-uJPM4BGs46DaNO98Q,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",2.5,3,[],-79.98390198,40.36453091,3,1,0
WZXg-P4467py050tHRr5ng,McGinnis Sisters Special Food Stores,"['Food', 'Grocery']",3.5,4,[],-79.981995,40.370014,3,1,0
EZdFJ0Uxqarqs5BX3pKgug,Dairy Queen,"['Food', 'Ice Cream & Frozen Yogurt']",2.5,10,['Overbrook'],-79.989937,40.378641,1,1,1
46dYEuISLWIMSN55AijJBw,Giant Eagle,"['Food', 'Grocery', 'Shopping', 'Drugstores']",4,9,[],-79.98205662,40.36758819,2,1,1
Alk2AVNg3wTrI4L1d-krZw,Lindos Restaurant,"['Food', 'Greek', 'Coffee & Tea', 'Restaurants']",3.5,13,['North Side'],-80.0183231,40.4515549,1,1,1
fvhWfSPlx5J_3F-ScLpvXQ,Penn Brewery,"['German', 'Breweries', 'Venues & Event Spaces', 'Food', 'Event Planning & Services', 'Restaurants']",3.5,111,['Troy Hill'],-79.9921208,40.4572019,2,1,1
PA0cwf2cgeC8P-YSKQmxIA,Brew Thru Beer Distributor,"['Food', 'Beer, Wine & Spirits']",4.5,4,[],-79.8509158,40.4139211,2,1,0
pG76BRH7k9SVc9YW3jkANQ,B L Cream Co,"['Food', 'Specialty Food']",4.5,3,['North Side'],-80.0311105,40.4544448,2,1,1
LZghZl5RVTeR4p77UpXipg,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",1,4,['North Side'],-80.0188513,40.450857,1,1,0
_yyHTeCtVOQKjD6G6GO_lg,Eadie's Kitchen & Market,"['Bakeries', 'Food', 'Event Planning & Services', 'Caterers']",3.5,6,['Downtown'],-79.9959316,40.4396782,2,1,0
NhA_Fg-0ywtg8ut2RjUo0w,Au Bon Pain Co Inc,"['Bakeries', 'Food', 'Cafes', 'Restaurants']",2.5,5,['Downtown'],-79.99554913,40.44090311,1,1,0
0qOcbknxi72ZcF-z4VOtDQ,Shadyside Market & Deli,"['Food', 'Specialty Food', 'Grocery']",3.5,13,['Shadyside'],-79.9350205,40.4507156,2,1,1
J2x_AMx591i6TK3xccEzqQ,The Enrico Biscotti Co,"['Bakeries', 'Food', 'Restaurants', 'Italian']",4,87,['Strip District'],-79.983392,40.4514468,2,1,1
w7VSMULJ9GtRi3CBRxoJtg,Robert Wholey and Co Fish Market,"['Grocery', 'Food', 'Seafood', 'Seafood Markets', 'Specialty Food', 'Restaurants']",4,117,['Strip District'],-79.9858749,40.450111,2,1,1
RhOTBt7ISr2rhXisSMLTSw,Spice Island Tea House,"['Food', 'Tea Rooms', 'Asian Fusion', 'Restaurants']",4,197,['Oakland'],-79.956028,40.439901,2,1,1
Ak4s2gS-jx8iW33jY4u3jA,Té Cafe,"['Food', 'Coffee & Tea']",4.5,51,['Squirrel Hill'],-79.923207,40.434156,1,1,1
P239JxvlJ_mTmMZk-2K9QA,Leaf & Bean,"['Food', 'Tobacco Shops', 'Coffee & Tea', 'Shopping']",4,24,['Strip District'],-79.9819651,40.4521061,2,1,1
kKiluPSzCnCOkYKknWzNzQ,Five Guys Burgers and Fries,"['Burgers', 'Fast Food', 'Restaurants']",3.5,44,['Oakland'],-79.956657,40.442277,1,1,1
UtWdmmCdMtm6iqcc7ccO_g,Cold Stone Creamery,"['Food', 'Ice Cream & Frozen Yogurt']",3,14,['Squirrel Hill'],-79.922806,40.437847,2,1,1
RSr7nAayztT5mBLUBMpbpg,Trader Joe's,"['Food', 'Beer, Wine & Spirits', 'Grocery']",4.5,97,['East Liberty'],-79.919044,40.45932,2,1,1
gNcvmWQ6b40mpfzSOdStEA,Entropy,"['Colleges & Universities', 'Food', 'Convenience Stores', 'Education']",1.5,3,['Squirrel Hill'],-79.94223118,40.44387706,4,1,0
YeiH-kbGrwmIJlauSP_-dA,The Cheesecake Factory,"['Food', 'Desserts', 'American (Traditional)', 'Restaurants']",3.5,107,['South Side'],-79.9653483,40.4284111,2,1,1
kc5gJPisT5L5z8lLa9FV9A,Legume,"['Soul Food', 'American (Traditional)', 'French', 'Restaurants']",4.5,226,['Oakland'],-79.9508477,40.4503566,3,1,1
5japW20yvS1tomuvliRbcA,McCormick & Schmick's,"['Seafood', 'Restaurants']",3,62,['South Side'],-79.9667384,40.427981,2,1,1
Xk8Nd2X5nf13DunyEg-MGQ,21st Street Coffee And Tea,"['Food', 'Coffee & Tea']",4,101,['Strip District'],-79.9844444,40.4516955,2,1,1
Jh-8r-RwvkRs80HP_q6DYA,Bagel Factory,"['Food', 'Sandwiches', 'Bagels', 'Delis', 'Restaurants']",3,60,['Squirrel Hill'],-79.919905,40.438251,1,1,1
0GdTpvzrpDWDPiHP3G6Fuw,The Cafe at the Frick,"['Food', 'Tea Rooms', 'Coffee & Tea']",4,31,['Point Breeze'],-79.902294,40.446593,2,1,1
ouTDIL0eqSCSRxNk_Qt5_A,Gluuteny Bakery,"['Bakeries', 'Food', 'Gluten-Free', 'Vegan', 'Restaurants']",4,32,['Squirrel Hill'],-79.9226113,40.4351892,2,1,1
U3AUN4Azkm76qsEaWqOCEw,The Capital Grille,"['American (Traditional)', 'Steakhouses', 'Seafood', 'Restaurants']",4,97,['Downtown'],-80.00003915,40.44071959,4,1,1
v7e-GIGgEIFANhHsywlhrw,Square Cafe,"['Food', 'Vegetarian', 'Coffee & Tea', 'Breakfast & Brunch', 'Restaurants']",4,211,[],-79.8932692,40.43211376,2,1,1
cs9iu_1abcCXOuelaO-Gfg,Hookah Bookah Cafe,"['Coffee & Tea', 'Food', 'Bars', 'Middle Eastern', 'Nightlife', 'Hookah Bars', 'Restaurants']",3,17,['South Side'],-79.9694706,40.4276187,2,1,1
MEgNULnEYQ40EDxkTpfHxw,Make Your Mark,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']",4,33,['Point Breeze'],-79.914467,40.4503719,1,1,1
fY5s3NUnJTYJOHQeRPYNFQ,East End Brewing Company,"['Food', 'Beer, Wine & Spirits', 'Breweries']",4.5,60,['Larimer'],-79.9114833,40.4591026,2,1,1
wlS-0nxpHQaFqv_iZ01fvw,Oh Yeah! Ice Cream & Coffee,"['Food', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea']",3.5,103,['Shadyside'],-79.9254799,40.457865,2,1,1
wziHV0Zs8AMFHdBrMaV2fw,Wine & Spirits Premium Collection,"['Food', 'Beer, Wine & Spirits']",4,27,['Shadyside'],-79.9294051,40.4586225,2,1,1
puwWm1NTtjNiuHR1cQo9Tg,Priory Fine Pastries,"['Bakeries', 'Food']",4,19,['North Side'],-79.9997773,40.4538727,1,1,1
_ji6oh2RwfOOt0jMznT5wg,Crepes Parisiennes,"['Food', 'Desserts', 'Creperies', 'Restaurants']",4,57,['Oakland'],-79.948641,40.4460679,1,0,1
QnI-qHGQGgx61zcPyImhsQ,Tea Pittsburgh Margarets Fine Imports,"['Food', 'Coffee & Tea']",5,18,['Squirrel Hill'],-79.9201969,40.4378605,2,1,1
p6I9XmfpvCyDbkvtvQqhsw,Rite Aid,"['Food', 'Convenience Stores', 'Shopping', 'Drugstores']",3.5,9,['Squirrel Hill'],-79.9231507,40.4377854,1,1,1
H7XCWLhCbRMDtNs6GfEZXQ,Edible Arrangements,"['Shopping', 'Florists', 'Food', 'Chocolatiers & Shops', 'Gift Shops', 'Specialty Food', 'Flowers & Gifts']",3.5,3,['Downtown'],-79.996111,40.440556,2,1,1
9TOZic931NktWjVGftktJQ,Crazy Mocha Coffee,"['Food', 'Coffee & Tea']",4,29,['Shadyside'],-79.9302162,40.4565015,2,1,1
McHO_tvPofRkZVFpaZaWRA,Crazy Mocha,"['Food', 'Coffee & Tea']",3.5,21,['Bloomfield'],-79.9508171,40.4629248,1,1,1
AwaxCI7NMG3_nqCLqC4qWw,The Pittsburgh Popcorn Company,"['Food', 'Specialty Food', 'Candy Stores', 'Desserts']",4.5,73,['Strip District'],-79.9827624,40.4515233,1,1,1
VKtZk23K28Rp_9ku70zCrQ,Sree's Indian Truck,"['Indian', 'Food Stands', 'Restaurants']",4,4,['Squirrel Hill'],-79.94161963,40.44170511,1,0,0
I9IDCNPrOvJYavtsH936cA,Fernando's,"['Fast Food', 'Sandwiches', 'Restaurants']",3.5,6,['Downtown'],-79.9953633,40.44371239,1,1,0
ttCWIiHpoiuZX96D2KbNaQ,Steel City Diner,"['Fast Food', 'Diners', 'Restaurants']",3,4,['Downtown'],-79.9958916,40.4437364,2,1,0
4e1FfJ1QxKa3L8TJHOtg7g,The Big Idea Infoshop,"['Food', 'Books, Mags, Music & Video', 'Coffee & Tea', 'Shopping', 'Bookstores']",4.5,8,['Bloomfield'],-79.9467527,40.4601392,1,1,1
qg14DV1nQgYY_b_Pm3a6lw,Starbucks,"['Food', 'Coffee & Tea']",3.5,18,['Oakland'],-79.94851392,40.44461631,2,1,1
OGRdRr9rjsXGChCsK7vfXw,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",3,13,['Oakland'],-79.9487066,40.4446704,1,1,0
AuhN2byA2Cyn-uzWD-pJxw,Chipotle Mexican Grill,"['Fast Food', 'Mexican', 'Restaurants']",4,31,['Oakland'],-79.9579228,40.4410144,1,1,1
VkaQc_XSCyy1TQsmRXVZhw,Rita's Italian Ice,"['Food', 'Ice Cream & Frozen Yogurt', 'Shaved Ice', 'Desserts']",4.5,29,['Squirrel Hill'],-79.919787,40.437813,1,1,1
QF8aAgmMvwQsBKTUeq9_mg,Bloomfield ShurSave,"['Food', 'Grocery']",3.5,18,['Bloomfield'],-79.9526423,40.4633496,1,1,1
9iPsnH3gJdyledlHYahLeg,Rite Aid,"['Food', 'Convenience Stores', 'Shopping', 'Drugstores']",3,4,['Downtown'],-79.997909,40.441985,2,1,0
AD0FE_5dM7pWy5YdbMZaGQ,Cioppino,"['Seafood', 'Steakhouses', 'Restaurants']",4,85,['Strip District'],-79.9826184,40.4543386,3,1,1
OpFSTvYREcZZ1ScB250Lbg,Pizza Pronto & Gyro House - Oakland,"['Food', 'Food Delivery Services', 'Restaurants', 'Sandwiches', 'Italian']",3.5,11,['Oakland'],-79.95183,40.454132,1,1,0
lGJTErTf8Y72U4OLHhW65A,The Milk Shake Factory,"['Food', 'Desserts', 'Ice Cream & Frozen Yogurt']",4,106,['South Side'],-79.98172,40.429116,2,1,1
wIsoQXDI4X6elYxTvkD_Rw,Big Dog Coffee,"['Food', 'Desserts', 'Coffee & Tea']",4.5,123,['South Side'],-79.96665,40.426003,1,1,1
XtQgLRofbvrivJyinGZtkQ,Chipotle Mexican Grill,"['Fast Food', 'Mexican', 'Restaurants']",4,24,['Bloomfield'],-79.9473993,40.4541927,1,1,1
LMD-f6FMz8lF8QeSlie5kQ,S&D Polish Deli,"['Food', 'Polish', 'Specialty Food', 'Ethnic Food', 'Restaurants']",4.5,63,['Strip District'],-79.9820206,40.4523578,1,1,1
dWg_Wkun000du6jiI3TPUw,Penzeys Spices,"['Food', 'Specialty Food']",4.5,39,['Strip District'],-79.9853489,40.450319,2,1,1
XY3aIm-0PZMXXkVKECD7uw,Penn Ave Fish Company,"['Food', 'Seafood', 'Sushi Bars', 'Seafood Markets', 'Specialty Food', 'Restaurants']",4.5,137,['Strip District'],-79.9818084,40.452314,2,1,1
3wvt02K8Q4tZx0OImekCTg,The Terrace Room,"['Food', 'Restaurants']",3.5,30,['Downtown'],-79.996777,40.440513,4,1,1
EpPfFCLETEnzAw324Y666A,Parma Sausage Products,"['Food', 'Specialty Food', 'Meat Shops']",5,27,['Strip District'],-79.9850342,40.4502923,2,1,1
G7Ork6dlTZ6xcmPF3gxG4w,Commonplace Voluto,"['Food', 'Desserts', 'Coffee & Tea']",4.5,60,['Garfield'],-79.93342,40.464778,1,1,1
2UUkXa45Vgk_TfCP6kmfSw,OTB Bicycle Café,"['Food', 'Beer, Wine & Spirits', 'American (New)', 'Restaurants']",3.5,105,['South Side'],-79.969064,40.427409,2,1,1
AvVMhXghvAE2_JGWXoC7IA,Simpatico Espresso,"['Food', 'Coffee & Tea', 'Juice Bars & Smoothies']",5,31,['Downtown'],-79.996845,40.441819,1,1,1
FVGtiujFXixkw71HBbBB_A,Wine & Spirits Store,"['Food', 'Beer, Wine & Spirits']",2.5,5,['Squirrel Hill'],-79.92298,40.4362726,2,1,1
e6wtJ95VHGk5kQWtXholMw,Bubble Pi,"['Bakeries', 'Food']",3.5,21,['Squirrel Hill'],-79.9232325,40.4318095,1,1,1
UawG_p7CC3p7HhE7pzNIyQ,Sweet Berry,"['Food', 'Ice Cream & Frozen Yogurt']",2.5,7,['Oakland'],-79.9586327,40.4409284,1,1,1
Lv01PSVexq5YKJwfgg-JGA,Crazy Mocha,"['Food', 'Coffee & Tea']",3.5,29,['Downtown'],-79.9989331,40.4428412,1,1,1
9bqGhpj6NYVrdojYUnHMgA,Crazy Mocha,"['Food', 'Coffee & Tea']",4,5,['Downtown'],-79.994009,40.444318,1,1,0
pKwsonGrAZPR7xsB5XZjKA,Sree's Foods,['Food'],3,5,['Squirrel Hill'],-79.9228556,40.4335713,1,0,1
EfmGcKIuG05OlY_mcANMRA,Starbucks,"['Food', 'Coffee & Tea']",3.5,16,['Downtown'],-80.0022505,40.4426547,2,1,1
JObIv0n8MW2A84NE0__Syg,Crazy Mocha,"['Food', 'Coffee & Tea']",3.5,20,['Squirrel Hill'],-79.9231097,40.4335078,1,1,1
ionFxm0fkwX_J3I5By6Efg,Co-Go's,"['Food', 'Convenience Stores']",2,4,['South Side'],-79.970737,40.428389,1,1,0
d7M30BsQj_oT2howDyo0ew,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",4,8,['Downtown'],-79.9970421,40.4440334,1,1,1
doQQQzQis8Me3jGeAhfd5w,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",4,6,['South Side'],-79.9657795,40.4264582,1,1,0
1wCyM-brDWQNxrJajO7QXw,Popeyes,"['Fast Food', 'Southern', 'Chicken Wings', 'Restaurants']",3,7,['South Side'],-79.9773691,40.4303589,1,1,0
W3UMlRDOn9Tzd3kfYlHX3g,"Peace, Love and Little Donuts","['Food', 'Donuts', 'Coffee & Tea']",3,93,['Strip District'],-79.9841639,40.4521127,2,1,1
9q0T11qr73CgUlLM1amWMA,Bruegger's Bagels,"['Food', 'Breakfast & Brunch', 'Bagels', 'Sandwiches', 'Restaurants']",2.5,4,['Downtown'],-79.9984294,40.4383037,1,1,0
V7r0F2kr1WlyNOBy-C_HMA,Espresso A Mano,"['Food', 'Coffee & Tea']",4.5,162,['Lawrenceville'],-79.9650015,40.4657718,1,1,1
BL3JjW4GiljNbGn90Bk_Fg,Crazy Mocha,"['Food', 'Coffee & Tea']",2.5,9,['South Side'],-79.9654309,40.4262276,1,1,1
ltFzUGuaNqDqH1iOlNd64g,Starbucks,"['Food', 'Coffee & Tea']",3.5,10,['Greentree'],-80.045552,40.420073,2,1,1
Q6b-V99kzl6hUYug7AuYKA,Starbucks,"['Food', 'Coffee & Tea']",3,9,['Banksville'],-80.0441514,40.3996745,2,1,1
gUT2SESEp7nV6kDYipHZeA,Giant Eagle,"['Food', 'Sandwiches', 'Grocery', 'Delis', 'Restaurants']",2.5,5,['West End'],-80.0355884,40.4224571,2,1,1
TFvvI_MxoTg-rNHpvh3QeA,Schenley Park Cafe,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']",3,9,['Squirrel Hill'],-79.9464765,40.4383304,1,1,1
Fx9NGStq3-YpG1zcHzJftA,Starbucks,"['Food', 'Coffee & Tea']",3.5,11,['East Liberty'],-79.9243642,40.46391,1,1,1
wTdSQoVHBA1HHOBLa_t8Pg,Dunkin' Donuts,"['Food', 'Donuts', 'Coffee & Tea']",2.5,10,['Squirrel Hill'],-79.9248833,40.41595,1,1,1
b1vwNwPlEivVODtboYF1Bg,Starbucks,"['Food', 'Coffee & Tea']",3,5,[],-80.050369,40.357664,2,1,1
6EXCN46MdJOa00KjuH8jaA,GetGo from Giant Eagle,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations']",3,17,['Bloomfield'],-79.945506,40.45459,1,1,1
qFY39MzKFQcT6dx56vqb7Q,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",2.5,3,['Banksville'],-80.0445746,40.399287,2,1,1
BTxiE7WJgd_xQIhCZ_4Ibw,Getgo From Giant Eagle,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations']",4.5,6,[],-79.88328998,40.48766661,1,1,1
oZLeVF5nZe-6nBTgnoOl2w,Taco Bell,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",2,6,[],-80.060459,40.391243,1,1,1
5tx3tiX_k-0BklqBHL4ebQ,Beer Nutz of Ohara,"['Food', 'Beer, Wine & Spirits']",3.5,8,[],-79.8738589,40.4897698,2,1,1
9tTYOHjgQsVON4UkDKvFcg,Wine & Spirits Stores,"['Food', 'Beer, Wine & Spirits']",4,3,['Dormont'],-80.0356122,40.3942239,2,1,0
eZ8HKbgNXSCQhEDk4d4F2Q,Curbside Coffeehouse,"['Food', 'Coffee & Tea']",4.5,12,[],-79.85919322,40.49489765,1,1,1
d7G_HhoYxcJbE3VBwVUwjg,Wine & Spirits Stores,"['Food', 'Beer, Wine & Spirits']",3.5,3,['Mt. Washington'],-80.0072834,40.4297475,2,1,0
Sr9v3qm6MBUaePm6J5roWg,Rite Aid,"['Food', 'Convenience Stores', 'Shopping', 'Drugstores']",3.5,3,['Bloomfield'],-79.952764,40.464643,1,1,0
PD8RfY1y8L4cUVaL2G0GIg,Starbucks,"['Food', 'Coffee & Tea']",3.5,10,['Squirrel Hill'],-79.923098,40.43049,1,1,1
K37KV1hcxm5ZBpEwCakAcA,Bellevue Beer,"['Food', 'Beer, Wine & Spirits']",4.5,3,['Bellevue'],-80.06114,40.490822,2,1,1
n7mCHwY1xZyNiEkPrajIBg,The Dancing Bean,"['Food', 'Coffee & Tea']",4.5,5,[],-80.002086,40.357482,1,0,0
MZbI6n8rFDeFC0SwpBpl5g,Grand Brew,"['Food', 'Coffee & Tea']",3,19,['Mt. Washington'],-80.0074099,40.4308881,2,0,1
qpbo_9bePjV9kjVZT8QeIg,Bombay Food Market,"['Food', 'Do-It-Yourself Food', 'Grocery']",3,13,['Oakland'],-79.9517924,40.4521293,1,1,1
hj6L4rYi9w6iKZmSvFRJ4g,7-Eleven Stores,"['Food', 'Convenience Stores']",3.5,3,['Oakland'],-79.9557097,40.4425098,1,1,1
lGI4ms4pmbFnDW9zc7vJkA,GetGo Fuel Station,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations']",3,4,[],-79.9817737,40.3725859,1,1,1
ajR1_uSNNMEmvYZNeC7eBQ,Wendy's,"['Burgers', 'Fast Food', 'Restaurants']",3,4,['Lawrenceville'],-79.962146,40.469244,1,1,1
gSGmCCnJLJWlo98LTNrhnw,Fudgie Wudgie Fudge Company,"['Food', 'Specialty Food', 'Candy Stores', 'Desserts']",3.5,9,['Strip District'],-79.9851733,40.4499777,3,1,0
tY0K5GOyyluUgkbeiN3UEA,Hook Fish & Chicken,"['Seafood', 'Chicken Wings', 'Restaurants']",4,7,['North Side'],-80.0070379,40.4566445,1,0,0
RefGF6n1EAjXVWPTX0G6ag,Schneider's Dairy Inc,"['Food', 'Farmers Market']",3.5,3,[],-79.990732,40.369033,1,0,0
2OhBwi83GEBlarsr4pEnWA,Kiev,"['Food', 'Grocery']",4,5,['Greenfield'],-79.9286966,40.4225105,2,1,0
dRhY_HXQKfue3UGUCeNO9Q,Au Bon Pain,"['Bakeries', 'Food']",3.5,5,['Downtown'],-79.9982823,40.4380697,2,1,0
DSw9meplxqhrB1jUFobdZg,Cold Stone Creamery,"['Food', 'Ice Cream & Frozen Yogurt']",3,7,[],-79.88542173,40.48838271,2,1,1
yMAJeQulLvOov-5gg2nM9A,Razzy Fresh,"['Food', 'Ice Cream & Frozen Yogurt']",4,59,['Squirrel Hill'],-79.922834,40.43749,1,1,1
LYWsIy_g_pLA32Iaze-eeg,Au Bon Pain,"['Bakeries', 'Food', 'Cafes', 'Restaurants']",3.5,11,['Downtown'],-80.0007482,40.4423373,2,1,0
1-gH8mTUpl_nQhTQmOgS4Q,Get Go Fuel Station,"['Food', 'Automotive', 'Convenience Stores', 'Gas & Service Stations']",3,4,[],-80.0588143,40.3905416,2,1,1
bMygiwZWA_UzCUCw6C11Iw,Five Guys Burgers and Fries,"['Burgers', 'Fast Food', 'American (New)', 'Restaurants']",4,7,[],-79.8854112,40.4881157,1,1,1
alBrkZlhwTDbQtZxkxwYKA,Bombay Mart,"['Food', 'Grocery']",3.5,3,['Oakland'],-79.9553059,40.438918,1,1,0
wluhsOjt03CgORropJKQoA,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",2.5,5,['Downtown'],-80.00141,40.439597,1,1,1
7rTMlsgK44cq9gcotPksyA,Rita's Italian Ice,"['Food', 'Ice Cream & Frozen Yogurt', 'Shaved Ice', 'Desserts']",4,8,[],-80.0148009,40.3831218,1,1,1
aiDMh26ZEatoEt8JZb4pfg,Starbucks,"['Food', 'Coffee & Tea']",3,7,['Bloomfield'],-79.9396789,40.4560895,1,1,1
i0fbnuOIYMbC086pGAjC6A,Crazy Mocha Coffee Co,"['Food', 'Coffee & Tea']",3.5,11,['Lawrenceville'],-79.9616334,40.4692059,1,1,1
Tosy5MgTLWW9FP_HCaiKPw,Wine & Spirits Stores,"['Food', 'Beer, Wine & Spirits']",2.5,4,['Oakland'],-79.956917,40.440801,2,1,0
l3HyghOg5s_nTQtmXI0i-w,Wing Fat Hong Oriental Food Market,"['Food', 'Ethnic Food', 'Grocery', 'Specialty Food']",3,6,['Strip District'],-79.981791,40.452898,2,1,1
h5cvE8TClzDrrlg88gD97Q,McCormick & Schmick's,"['Seafood', 'Restaurants']",3.5,44,['Downtown'],-79.9996681,40.4407839,3,1,1
voThoicr5Zdq7SHFVwFveg,Mancini's Bread Company,"['Bakeries', 'Food']",4,16,['Strip District'],-79.985763,40.45018,1,1,1
aHQfnf5HjsAYgSa-I74SmQ,Rite Aid,"['Food', 'Convenience Stores', 'Shopping', 'Drugstores']",3,3,['Friendship'],-79.9343406,40.4584178,2,1,1
s8IAYfiw3fEasQc9aW-Ydw,Crazy Mocha Coffee Co,"['Food', 'Coffee & Tea']",4,7,['Oakland'],-79.9567511,40.4414046,1,1,0
w6bhabpSWS5qjFb1AT72vg,Giant Eagle,"['Food', 'Grocery']",1.5,4,['Brighton Heights'],-80.043466,40.489263,2,1,1
Za0bV7GjMDbcc4nZY6K3HQ,Bruegger's Bagels,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",3,8,['Downtown'],-80.0042484,40.438151,1,1,1
O7EG2bsUyIjiY43sFnRjCg,West Liberty Beer & Tobacco Outlet,"['Food', 'Beer, Wine & Spirits']",3,3,['Brookline'],-80.012733,40.4105599,2,1,0
yC4FDptvMZ_xsLn6jO0pvw,Crazy Mocha Coffee Co,"['Food', 'Coffee & Tea']",4.5,3,['Downtown'],-80.0053813,40.4425755,1,1,0
fRwzWb9l7UlqELcaujzZfg,7-Eleven,"['Food', 'Convenience Stores']",3,3,['Downtown'],-80.0008258,40.440194,1,1,1
G325ssFBWP4vwyifUAAF_A,Walmart,"['Food', 'Discount Store', 'Grocery', 'Shopping', 'Drugstores']",2,7,[],-79.8888753,40.488181,1,1,1
gXUTqgRQ_ZzkG7qEpR6PBw,Market On Forbes Iga,"['Food', 'Grocery']",3,5,['Oakland'],-79.958095,40.4408964,2,1,1
evHsFv7BbO-FrAtb7aN8JA,Pittsburgh Fish & Chicken,"['Seafood', 'Fish & Chips', 'Chicken Wings', 'Restaurants']",4,4,['Brighton Heights'],-80.0359804,40.4843068,2,0,0
0WZ4-uFX5olbCYGSOO6C6Q,Dunkin' Donuts,"['Food', 'Donuts', 'Coffee & Tea']",2.5,10,['Dormont'],-80.0356606,40.394049,1,1,0
7f73ptePsHAr4onNi4Zjug,Manpasand Spice Corner,"['Food', 'Ethnic Food', 'Specialty Food']",4.5,3,[],-80.070806,40.3906976,1,1,0
lgnnZL0Cp6_q1Xx_4a0gpA,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",2,5,['Downtown'],-79.9985455,40.4402358,1,1,1
Fq6jYkjxDuOzy3I_eLswlg,Pittsburgh Popcorn,"['Food', 'Specialty Food']",4,15,['Downtown'],-79.9978377,40.4427094,2,1,1
CJZGDTGoqvWrENvjr46emQ,Getgo From Giant Eagle,"['Food', 'Convenience Stores']",3.5,6,['South Side'],-79.980534,40.4277137,1,1,1
iovp_cgGX8IT1-ZBUJ8z-g,Colangelo's Bakery,"['Bakeries', 'Food']",4.5,19,['Strip District'],-79.982709,40.4516262,1,1,1
i4O6QQe_gEr4aDSY5f4imA,Showcase BBQ,"['Soul Food', 'American (Traditional)', 'Barbeque', 'Restaurants']",4.5,27,['Homewood'],-79.9060249,40.4580052,1,0,1
TDNiPnxtXA4i5W2kj5zeTg,Buon Giorno Cafe,"['Food', 'Coffee & Tea', 'Restaurants', 'Italian']",4,4,['Downtown'],-80.0006523,40.4369172,2,1,0
3EMEYlCxPiygL4Tu_z9beQ,Shoppe PA Wine & Spirits,"['Food', 'Beer, Wine & Spirits']",5,4,[],-79.88929479,40.48808946,2,1,0
XK4HOwFTo6EE-YK7lbPjJg,Dunkin' Donuts,"['Food', 'Donuts', 'Coffee & Tea']",3.5,8,['Downtown'],-80.0029682,40.4407627,1,1,1
_YyIG79QgsrQL1nWgBwIlw,Big Daddy's Donuts,"['Food', 'Donuts']",4,14,[],-80.0659218,40.4338382,1,0,1
kT_nzjaWqRyda4XxEFsCpA,Black & Gold Beer Warehouse,"['Food', 'Beer, Wine & Spirits']",5,3,['South Side'],-79.9883497,40.427094,2,1,0
B1RSo17_ObaqySpqsOzIUw,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",3,5,['Oakland'],-79.951601,40.452265,1,1,1
dtIfIC_I-c_Oll0jw_1Acw,Dunkin' Donuts,"['Food', 'Donuts', 'Coffee & Tea']",2.5,18,['Squirrel Hill'],-79.91957614,40.43816323,1,1,0
58RJp9m7hMt132ZP8fvm3g,Cogo's,"['Food', 'Grocery']",3.5,3,['Carrick'],-79.977468,40.383403,1,1,0
hf2InPhILKcSO7xrsdEPnw,Party Cake Shop,"['Bakeries', 'Food']",4.5,6,[],-80.0493986,40.3887382,2,0,0
2bFrNEhlNjFA7aqJyYBXmw,Mitchell's Fish Market,"['Seafood', 'Restaurants']",3.5,29,[],-80.05004,40.35592,3,1,1
7sc5j9G5A79MTXrRC6sOiQ,Seoul Mart,"['Food', 'Grocery']",2.5,11,['Shadyside'],-79.9471332,40.4471989,2,1,1
