business_id,longitude,latitude,stars
a9-qixaIQftb4HNZz4ocIw,-79.88283756,40.48833508,3.5
gNz-NjpaBThGn0sxjgD1GA,-80.050826,40.351982,4
O3I-lmolfNny4FHu_GmThw,-79.9327303,40.4516251,3
Lub0RurarPqWapys3U0Plg,-79.994853,40.441355,4
vsAxFICzxvaQv7Jjj52Jqw,-80.054891,40.486479,4.5
eUeg7tdRFvNfXjmeFReSEg,-79.9562988,40.4421635,3.5
78JJr9A0MbbHuXE1XUr-bQ,-79.9657311,40.4282787,3.5
GB1pF4hPu_tCpx2BknwgMQ,-80.041572,40.480713,4.5
xl1mNGpaoLdiVWj_D6-L_A,-79.9815516,40.4524945,4
Qyctsa0nArqn1eNoLATv5A,-80.0443322,40.3811007,4
pFh5W8euJOsU0dBYPoEN-Q,-79.9962772,40.4400604,5
OGb4l_xFzRzTxCdNCW6XqA,-79.9404903,40.4262158,4.5
IH6AR98ac6KzPyFdc8t8yA,-79.9609899,40.4424694,4.5
3dI-wF9TFDwK_vQqqlUPJw,-79.960872,40.469408,2.5
NYuWw7DtbAe_CdI9XkFu2A,-79.9525023,40.4519297,3.5
hcctvfq3fmVIscSeBURsjQ,-79.893918,40.433151,2
dHxYQrVTkukMj4EjQZ7KUQ,-80.044831,40.380726,4
b7XXKWkkNd7iaW8eBUAKYQ,-80.0063506,40.4556652,4.5
2Ny460lur1MzN-nsi0_Bpw,-80.069384,40.4384507,3
l_XX0Oij03f6R3j3uyaW1g,-79.9265915,40.4592997,2.5
y2eo_MWD3XfnxxvhXh7Esw,-79.981477,40.454384,4.5
jbbaOY_Jh71a9i7JDmkY8g,-79.99071,40.4051093,3.5
5kVrSq6mXcu_jT3S72xt0A,-79.9227536,40.4331786,4.5
HCVht5j_wW17QxlKewYmxw,-80.051582,40.352041,3.5
FlICTKTPNq-KVIZ6eM9zrg,-79.8921011,40.4381463,4.5
#NAME?,-79.9840934,40.4519412,4.5
XOhxYCwkx7gfZv8bi68aUw,-79.97520626,40.42828809,4.5
#NAME?,-79.9805948,40.4535609,4.5
3ZepumtXvVkoHsNOWqF4iA,-80.0598612,40.3917014,3.5
6rFVdqC74mPnkDmlSUOADg,-80.00280082,40.44130908,4
NnyTtTWVDCRZhHXkdug-ZQ,-80.01201153,40.45202532,4
xlYVxFtTh_YKfxkhkgW5Vg,-79.998357,40.4395219,4.5
b6H3J8zWmFhzHiqSIpymvA,-80.0023512,40.4417967,4.5
24t1XrFKY0ldSD1hOKnTew,-79.975218,40.428181,4.5
JsSBsu_ohNvNXQCh_fpnmw,-79.8873536,40.428021,5
qKqld7dwt00qW938tRTSjA,-79.94942522,40.46187645,4
KdyzsUzDlnvhioJ0e0OrcA,-80.01872166,40.44981535,3
Dra-diHsNo-c-LzOpIwY8g,-79.9822822,40.4534962,4
biOzSL4HVrEaSyU5ZS-IrA,-80.00639498,40.43487036,4.5
S_GRbwagsaDCGeEm_sDu_w,-80.018213,40.404942,4
VbspQ858e9Qz7SwAJzc2mA,-79.982244,40.4520089,4.5
Yj1EJ_HDLtw7wLcdpmaY9w,-79.982617,40.4517056,4
n1n3o-hv5JsBkvZRtJPZKA,-79.9961885,40.4436546,3
FNzej_nQlemt2jcfU1dq0Q,-80.0016201,40.4309995,4
35CKLsZKk1KkyOzUn_cUXg,-80.0009545,40.4535197,3
Y1kN31_d8r4B_g32sdpFPg,-80.0280509,40.36850135,4
J4Y6BSwxGxD7mznM45ykeA,-79.94881868,40.44453026,2.5
GiI6H2Z76lxlr7hnqbhFtw,-79.9931714,40.4454292,3.5
dSCZasmhqONze5Oj1gyO6A,-80.029173,40.359115,3.5
Oeh9xjp5xYJFy0mgsPzUkw,-80.0442924,40.3803202,4.5
evUT81j1hZTA8ZNNlclqxw,-79.996748,40.44414304,3.5
CovCgffklC_E0b2QHZ-gWw,-79.95570532,40.44521025,3.5
so0cUMK8I8d88F7uhBqaFA,-79.997313,40.442413,2.5
ZMLt9rTN-W8tZkgQrwnx0w,-79.9958864,40.4406248,3.5
Dst9oQQYrk5cj-DBbEpYxg,-79.98211057,40.45274129,4
FAKevEJKD1D1Nccy6vccgA,-79.98249681,40.45184324,4
EBrwIYYtBdGQ5X3zuvM1qg,-79.99816093,40.43809799,4
rkZ4SwfRFliatpoMsb1-Xg,-79.89742289,40.43952949,4
XBoZ37qBlvgZyfpIO0yEzQ,-79.967468,40.426888,4.5
Jil8TD-tiLNaVqnnTukWlQ,-79.9521411,40.4822953,4.5
MLwZB6mXpzfFyENYLAnG0A,-79.954575,40.464915,4
D31NTvzW9aPExUksVQQ7pA,-79.949961,40.462483,5
T67Sp60-oA2x15reB7EqiA,-79.998282,40.443994,4.5
inngNun5R62Hq2J_5sJhDw,-79.994853,40.441355,4
4PvhZdmpkPy8fjzWMSY6jw,-79.9489713,40.4448167,3
klSGYQhO24piw0WQVIIMYw,-79.91164349,40.45924694,5
cvKFTItaDH8NCXJIYc0pgQ,-79.9838608,40.4513403,4.5
ek4oL7RAsh55jjj5mqUcQw,-79.9228082,40.4349648,4.5
YyoXla4L4uIGSf05110XaA,-79.99496,40.446578,3.5
nZq_D4BLT2J8Uzku1xJQ7A,-79.91758503,40.45787363,3
3u7WY-VUY9yN3eS65phIZA,-79.996111,40.440556,4.5
aqslMehKRH-jsS9lUlmZeg,-79.9270989,40.4534158,5
eV5JI26emxsQvZ6lFt9VVw,-80.0345368,40.3952286,3
hxSNB2FA9jc2LHGWA2n4LA,-79.9350855,40.4579904,3.5
ZurbTJZ8nTlngOiqcn4-1g,-79.9253608,40.4628469,4.5
WZay4I_3h-KHp4VpJfZvSQ,-79.9332613,40.451096,4.5
gwcfAXAUTj1Bq6YwnPKWlg,-79.8936278,40.4317238,4
loYtjyqqqzjpgofA-gSY9g,-79.956529,40.4441972,3.5
nZSlLTl1EtecotlNZ76P3A,-79.9607755,40.4701461,5
O-1vZsYfFEtLIxulecV9Fw,-79.9341651,40.4522185,3.5
nK8kRhoMDY_2HtKINuSfVQ,-79.9981261,40.4371691,4.5
dbsI3wSVdhOLGNjmM8sBfQ,-79.953552,40.443167,4
O4Vsr3w0d7rvq-IyclNiMw,-80.025054,40.411168,4
FUzHPhqGT_3H5r7ghTMmMw,-79.901218,40.489741,5
feo63jUDoc0Kg8UK5NCCMg,-79.9587044,40.4415866,1.5
okvhzVSYwfN02cn3reYXHw,-79.956985,40.4771669,4.5
Lb2TBwZelvHqb5n-o4Zgww,-79.96115,40.470045,4
zbBNM_2GaDgEw_C8Kyp2Eg,-79.9726906,40.4600213,4.5
tP8xotGVQoY3EX1hpW0GQw,-80.0013393,40.4410836,2.5
vNL0T2hrlIO33Rbbbi4sLg,-79.92423268,40.46010505,4
2CVv0URvnKNXA5EfeEb9Eg,-79.9352334,40.4579855,3
gsS84lf4hAVEWdP__oFR7g,-79.9955278,40.4442059,4
mtp4OoVuitVaj8daxAyxIA,-79.92558783,40.46247448,4.5
Eq-w1GBZLdEbrtNDwVncYA,-79.921365,40.438345,4
dFrVbVtYI5Se64hRPKTWOA,-79.9536322,40.4656956,4
Y5mY_dT7-_wauhQXLQgqtA,-79.9521286,40.4435295,4.5
fbqs1kYYcxowUWfowEkHYA,-79.9252567,40.4604323,5
h6G6P_z1RbzC-mcRcZRg7A,-79.89407349,40.43235397,3.5
c7g24jVOFLwHvYikvdt1mQ,-79.977958,40.428345,5
1LrNuxTU2e0v3lEW9VLZEA,-80.00722068,40.4475394,3.5
QemPjyORlLB98ON0uCst5w,-79.947964,40.4846999,4.5
VmYWzpY2fCrIav5SbfCL1A,-79.95574388,40.46566478,4.5
14JrDlEb7SMK_ZHrS80lFA,-79.979395,40.428426,4.5
Gt1CqxYwNmzOQg0TXhwjUA,-79.98,40.428,4
Fbg2LpTLb--d95SSndDntA,-80.03240736,40.45447204,4
JdAyXD2lsYtOGUc7DTsVEQ,-79.93318538,40.45162224,3.5
acvpqVAsH8steBaqjCCBaQ,-79.9958864,40.4406248,5
UXnIsrsRof-fx8RYTXjxHg,-79.9701224,40.4617996,4.5
Y5IphJz40qozno6INJsPzg,-79.980494,40.454311,5
cJCg07biPE5yrNaNE-Fxyg,-79.994853,40.441355,4.5
22dqMSdcSGrampqIniNbpA,-79.928882,40.457666,1
_z0oAuTO0Jk07sMdoPE8gg,-79.976795,40.428796,3.5
rtHMAC_eh46jldMEX21Zxg,-79.9839206,40.4523561,5
OH48cGMt3vW1frpky7wF5A,-79.91826796,40.45917635,5
X5p-CqU10u-gUtUImKhkSw,-79.9551885,40.4796049,5
vPQPsC_NkQPKDs5ljbgB3A,-79.966438,40.462869,4
PJmNg6ahKgd53gOLBvSZjg,-79.96729122,40.42640372,4
PhzATk8aYydq9E0Aj4-fwA,-79.9255199,40.4592086,3
u-PbFb01OqXOuYN86x1QSA,-79.966333,40.464398,4.5
e7HwvsagBGIXXygZDuNMNQ,-79.91952912,40.43768277,3.5
IfLn-5ZVXUCDmp6Dl_XA7g,-79.9519353,40.4787959,4.5
kCn8O1IFisAEHrXbQAtirQ,-79.8907061,40.4271728,4
Waw-udotzXTvNXCyycxPAA,-79.9817294,40.4316181,3.5
-5qo9bTeQrfStoKiZYDYYA,-80.000946,40.439497,3.5
PP1iNmpyRIEVpWv98IVvFw,-80.004628,40.4408249,4
_BUOZDGlYf-zBALjtnXyBA,-80.009625,40.457244,5
vXEFKN1Gc1BfW3d6ZhKnyw,-79.9228456,40.4349741,4.5
JyldCiKvK1m72VS6tuC_Qg,-80.0407084,40.3777216,3.5
3LM_yK3iF2VjkS6mFRF58w,-80.0225039,40.3951787,4.5
5dbzunCt920nwML5pYegsQ,-79.971985,40.47886,4.5
tdw9hdKyxZZcA4WBy_y83Q,-79.993426,40.459293,4.5
IwS-csQKkWt3lYr25Mx2uA,-79.94684553,40.46040026,4.5
sdZPSNFm5dosRMICiYkjyg,-79.9442895,40.4590954,4.5
W4lkEQMYz3hdR1SvIIFzyQ,-80.00286879,40.44020351,4.5
IA6PfHhZ9MPfBBvyVBIJpg,-79.939789,40.464219,4
YiUoOtJc6xCq0-ZFJCocvA,-79.92315495,40.43338425,4
E74dLL-EkPI-abuJuWk2lg,-79.9777282,40.45535058,4.5
ryqYlw3F5MPIHXJylSjD0A,-79.957181,40.441932,4
r-_R6lG3HWU8WYw0Zk23fA,-79.9681119,40.4273732,4
NCXJzB9DcuNs49a8eZp19w,-79.9958864,40.4406248,5
yJ_k2f-h9LxjWdbMMqzpsA,-79.99949912,40.44261044,4.5
a0n2kpuMZoep8crmDhM9VQ,-79.9478264,40.4607908,4.5
yILlq-CZQp2aPw3VgEJnxA,-80.043926,40.381252,4
6KrFqm5q4ZZAYxTRaxdCSw,-80.068593,40.375527,4.5
Q59ZOPi3T_O4l2vpt74a8Q,-79.9345853,40.4512017,5
Ni9C6R4ULJKxM2TV8eMdAQ,-80.0350933,40.3955488,5
0h2My97xjAjc1pNrMM266Q,-79.9169098,40.4442936,4.5
