positive, negative, cool, BID, funny, stars, date,type,useful
3,4,0, wfCLz9-aeShbPB7CaTY-qQ, 0, 4, 2014-10-27, review, 0, 
3,1,0, wfCLz9-aeShbPB7CaTY-qQ, 0, 4, 2014-11-22, review, 0, 
13,5,2, wfCLz9-aeShbPB7CaTY-qQ, 0, 3, 2014-11-25, review, 1, 
6,3,0, wfCLz9-aeShbPB7CaTY-qQ, 0, 5, 2015-01-01, review, 0, 
7,1,0, wfCLz9-aeShbPB7CaTY-qQ, 0, 4, 2015-01-08, review, 0, 
5,0,1, EPILrBqmgQxd-R1gZ1EWJg, 0, 5, 2007-09-09, review, 1, 
2,2,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 4, 2009-02-27, review, 2, 
3,0,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 4, 2009-06-02, review, 0, 
4,1,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 5, 2011-07-26, review, 2, 
9,1,3, EPILrBqmgQxd-R1gZ1EWJg, 0, 5, 2011-07-27, review, 7, 
0,0,0, EPILrBqmgQxd-R1gZ1EWJg, 5, 5, 2011-09-04, review, 1, 
2,0,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 4, 2012-11-21, review, 0, 
2,0,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 5, 2013-07-12, review, 0, 
1,1,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 5, 2013-11-13, review, 1, 
6,0,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 4, 2014-12-12, review, 0, 
6,1,0, EPILrBqmgQxd-R1gZ1EWJg, 0, 4, 2014-12-29, review, 0, 
3,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2009-07-23, review, 0, 
1,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2009-09-27, review, 0, 
4,1,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2010-02-15, review, 0, 
2,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2010-04-06, review, 1, 
4,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2010-04-13, review, 1, 
9,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2010-07-14, review, 1, 
10,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 3, 2010-08-04, review, 0, 
11,2,1, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2010-10-16, review, 1, 
5,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2011-04-21, review, 0, 
4,4,1, 2PfavOTufsPCRdYm-bFcpw, 1, 4, 2011-05-11, review, 2, 
6,1,3, 2PfavOTufsPCRdYm-bFcpw, 1, 4, 2011-05-13, review, 4, 
1,5,0, 2PfavOTufsPCRdYm-bFcpw, 0, 2, 2011-06-05, review, 0, 
10,4,1, 2PfavOTufsPCRdYm-bFcpw, 1, 5, 2012-04-11, review, 1, 
0,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2012-04-16, review, 0, 
8,2,3, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2012-04-23, review, 3, 
9,4,4, 2PfavOTufsPCRdYm-bFcpw, 6, 5, 2012-05-21, review, 7, 
1,1,1, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2012-05-29, review, 0, 
1,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2012-08-01, review, 0, 
8,1,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2012-08-09, review, 0, 
3,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2012-08-20, review, 0, 
7,0,1, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2012-09-06, review, 1, 
2,3,0, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2012-10-01, review, 1, 
6,3,1, 2PfavOTufsPCRdYm-bFcpw, 1, 4, 2012-10-06, review, 1, 
2,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2012-10-09, review, 0, 
2,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2013-01-30, review, 0, 
5,0,1, 2PfavOTufsPCRdYm-bFcpw, 1, 5, 2013-04-16, review, 1, 
2,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2013-08-02, review, 0, 
0,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2013-08-24, review, 2, 
4,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2013-10-14, review, 0, 
1,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2013-12-02, review, 0, 
3,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-04-20, review, 0, 
1,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-05-01, review, 0, 
7,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-05-05, review, 0, 
0,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-05-07, review, 0, 
2,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-05-15, review, 1, 
1,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-06-01, review, 0, 
6,1,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-06-12, review, 2, 
6,1,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-06-18, review, 0, 
5,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-06-18, review, 0, 
1,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2014-06-26, review, 0, 
9,1,2, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-07-10, review, 1, 
15,3,2, 2PfavOTufsPCRdYm-bFcpw, 1, 4, 2014-07-13, review, 1, 
4,1,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-07-16, review, 0, 
5,2,0, 2PfavOTufsPCRdYm-bFcpw, 0, 4, 2014-08-08, review, 1, 
1,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 3, 2014-08-17, review, 0, 
2,0,1, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-08-17, review, 0, 
6,2,2, 2PfavOTufsPCRdYm-bFcpw, 1, 4, 2014-08-17, review, 2, 
4,4,1, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2014-09-24, review, 2, 
5,3,0, 2PfavOTufsPCRdYm-bFcpw, 0, 3, 2014-12-09, review, 0, 
1,0,0, 2PfavOTufsPCRdYm-bFcpw, 0, 5, 2015-01-05, review, 0, 
2,2,0, VkqKyq09rDYMhFk5nElWWA, 0, 2, 2011-06-02, review, 1, 
4,3,0, VkqKyq09rDYMhFk5nElWWA, 0, 1, 2014-08-31, review, 0, 
1,0,0, VkqKyq09rDYMhFk5nElWWA, 0, 5, 2014-10-06, review, 0, 
4,1,1, VkqKyq09rDYMhFk5nElWWA, 0, 3, 2014-10-09, review, 2, 
4,2,0, BbIh5NTizhV4Fq_mLmNkpg, 0, 1, 2012-08-07, review, 0, 
1,2,0, BbIh5NTizhV4Fq_mLmNkpg, 0, 2, 2013-07-14, review, 1, 
2,12,0, BbIh5NTizhV4Fq_mLmNkpg, 0, 2, 2014-01-13, review, 1, 
2,1,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 4, 2008-01-19, review, 3, 
0,0,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 3, 2011-11-13, review, 0, 
5,0,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 5, 2011-12-20, review, 1, 
6,4,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 4, 2012-01-28, review, 2, 
1,0,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 4, 2012-02-07, review, 1, 
3,0,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 5, 2013-11-27, review, 1, 
1,0,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 5, 2014-06-22, review, 0, 
1,0,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 4, 2014-07-05, review, 0, 
2,1,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 5, 2014-08-24, review, 0, 
3,0,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 5, 2014-12-14, review, 0, 
3,1,0, Z7HNl4Gz00cA0_wt0S-vSw, 0, 5, 2014-12-18, review, 0, 
5,0,1, OjzR6hUYasFReo0vhVn0-w, 0, 4, 2009-12-28, review, 9, 
2,0,2, OjzR6hUYasFReo0vhVn0-w, 1, 4, 2011-08-17, review, 4, 
14,1,3, OjzR6hUYasFReo0vhVn0-w, 1, 5, 2012-10-16, review, 3, 
5,2,4, OjzR6hUYasFReo0vhVn0-w, 5, 3, 2014-02-25, review, 4, 
2,1,0, OjzR6hUYasFReo0vhVn0-w, 0, 4, 2014-03-29, review, 1, 
3,0,1, zq--BGVHu7_fb1VHEwg2ow, 0, 5, 2008-01-16, review, 1, 
3,2,0, zq--BGVHu7_fb1VHEwg2ow, 0, 5, 2010-02-23, review, 1, 
3,0,1, zq--BGVHu7_fb1VHEwg2ow, 2, 4, 2011-11-03, review, 1, 
4,1,0, zq--BGVHu7_fb1VHEwg2ow, 0, 5, 2012-07-31, review, 1, 
14,2,1, zq--BGVHu7_fb1VHEwg2ow, 0, 1, 2013-10-15, review, 1, 
3,1,0, zq--BGVHu7_fb1VHEwg2ow, 0, 5, 2014-07-19, review, 0, 
1,4,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 1, 2009-09-06, review, 4, 
1,3,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 1, 2010-06-12, review, 2, 
2,4,1, cZl7-Um4HiJWFgDVmMan2Q, 2, 1, 2012-01-15, review, 1, 
2,1,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 1, 2012-08-25, review, 3, 
1,0,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 1, 2013-01-07, review, 2, 
4,4,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 1, 2013-05-27, review, 0, 
4,4,0, cZl7-Um4HiJWFgDVmMan2Q, 1, 1, 2013-06-30, review, 0, 
6,5,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 2, 2013-07-13, review, 1, 
1,3,1, cZl7-Um4HiJWFgDVmMan2Q, 3, 1, 2013-08-10, review, 2, 
4,2,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 2, 2013-09-26, review, 3, 
5,3,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 2, 2013-10-08, review, 0, 
8,4,5, cZl7-Um4HiJWFgDVmMan2Q, 4, 3, 2013-11-27, review, 3, 
1,1,2, cZl7-Um4HiJWFgDVmMan2Q, 0, 3, 2014-02-09, review, 3, 
3,3,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 2, 2014-03-05, review, 0, 
3,5,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 2, 2014-06-23, review, 0, 
3,3,1, cZl7-Um4HiJWFgDVmMan2Q, 1, 3, 2014-11-30, review, 1, 
2,3,0, cZl7-Um4HiJWFgDVmMan2Q, 0, 2, 2014-12-18, review, 1, 
4,0,1, I9-Ei8_KYtMjbixNJSCvwA, 0, 3, 2011-02-22, review, 2, 
9,6,0, I9-Ei8_KYtMjbixNJSCvwA, 1, 2, 2012-12-28, review, 1, 
14,2,2, obAdXU3RULuUOww759_h_w, 0, 5, 2007-07-06, review, 3, 
8,0,0, obAdXU3RULuUOww759_h_w, 0, 5, 2012-05-30, review, 2, 
8,0,0, obAdXU3RULuUOww759_h_w, 0, 5, 2012-09-29, review, 0, 
4,0,0, obAdXU3RULuUOww759_h_w, 0, 5, 2013-02-08, review, 0, 
3,1,0, obAdXU3RULuUOww759_h_w, 0, 5, 2014-08-28, review, 0, 
1,2,0, obAdXU3RULuUOww759_h_w, 0, 5, 2014-09-27, review, 0, 
1,0,6, YUZVBdGmagwXV-yOhR-1GQ, 2, 5, 2010-11-18, review, 6, 
2,0,0, YUZVBdGmagwXV-yOhR-1GQ, 0, 5, 2011-06-01, review, 0, 
2,5,0, YUZVBdGmagwXV-yOhR-1GQ, 2, 2, 2011-07-12, review, 4, 
0,1,1, YUZVBdGmagwXV-yOhR-1GQ, 1, 2, 2011-11-20, review, 2, 
10,8,1, YUZVBdGmagwXV-yOhR-1GQ, 1, 2, 2011-12-30, review, 3, 
8,7,1, YUZVBdGmagwXV-yOhR-1GQ, 2, 2, 2012-07-04, review, 2, 
3,5,1, YUZVBdGmagwXV-yOhR-1GQ, 1, 2, 2013-04-24, review, 2, 
5,5,1, YUZVBdGmagwXV-yOhR-1GQ, 1, 2, 2013-11-15, review, 2, 
7,0,1, YUZVBdGmagwXV-yOhR-1GQ, 1, 3, 2013-12-30, review, 2, 
6,3,0, YUZVBdGmagwXV-yOhR-1GQ, 0, 2, 2014-06-15, review, 1, 
2,1,1, N2DwycuZl95miWf39Yskaw, 0, 4, 2012-07-14, review, 1, 
3,0,0, N2DwycuZl95miWf39Yskaw, 0, 3, 2013-10-04, review, 0, 
7,2,10, N2DwycuZl95miWf39Yskaw, 8, 4, 2014-01-17, review, 9, 
2,3,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 5, 2011-01-08, review, 1, 
3,0,1, 9NL2GL4jSPVj9SKijH5PqA, 1, 4, 2011-05-01, review, 2, 
7,3,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 3, 2012-04-02, review, 0, 
3,2,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 2, 2012-12-22, review, 0, 
13,3,2, 9NL2GL4jSPVj9SKijH5PqA, 3, 4, 2013-02-16, review, 4, 
13,9,1, 9NL2GL4jSPVj9SKijH5PqA, 0, 4, 2013-09-04, review, 0, 
1,3,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 3, 2013-09-10, review, 0, 
2,2,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 2, 2013-11-02, review, 0, 
4,0,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 5, 2014-06-23, review, 0, 
3,0,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 5, 2014-08-03, review, 0, 
4,1,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 5, 2014-10-01, review, 0, 
5,2,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 4, 2014-11-18, review, 0, 
8,3,0, 9NL2GL4jSPVj9SKijH5PqA, 0, 4, 2015-01-01, review, 0, 
2,1,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 5, 2011-01-06, review, 1, 
6,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 4, 2011-05-11, review, 0, 
3,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 1, 2011-09-16, review, 0, 
5,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 4, 2012-03-10, review, 3, 
4,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 5, 2012-06-10, review, 0, 
1,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 5, 2012-07-17, review, 0, 
6,1,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 1, 2013-03-29, review, 0, 
2,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 5, 2013-06-18, review, 0, 
1,3,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 1, 2013-12-06, review, 1, 
1,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 5, 2014-07-16, review, 0, 
2,0,0, WY6FFxpa6ztwDH5OhS6WDw, 0, 5, 2014-10-20, review, 0, 
3,1,1, LV_OCiR9rOHVHgdhbpqw2Q, 0, 5, 2010-12-30, review, 2, 
0,0,0, LV_OCiR9rOHVHgdhbpqw2Q, 0, 4, 2011-07-22, review, 0, 
2,1,1, LV_OCiR9rOHVHgdhbpqw2Q, 0, 4, 2012-04-01, review, 2, 
1,1,0, LV_OCiR9rOHVHgdhbpqw2Q, 0, 4, 2012-05-31, review, 1, 
5,0,0, LV_OCiR9rOHVHgdhbpqw2Q, 0, 4, 2013-07-11, review, 1, 
1,0,1, LV_OCiR9rOHVHgdhbpqw2Q, 0, 4, 2013-10-04, review, 2, 
3,0,0, LV_OCiR9rOHVHgdhbpqw2Q, 0, 4, 2014-04-03, review, 0, 
1,0,0, LV_OCiR9rOHVHgdhbpqw2Q, 0, 4, 2014-05-28, review, 0, 
5,0,3, cRv7pLvIe3eI0efndQBcLg, 2, 3, 2012-01-31, review, 2, 
3,6,0, cRv7pLvIe3eI0efndQBcLg, 0, 1, 2012-10-05, review, 0, 
5,4,0, cRv7pLvIe3eI0efndQBcLg, 0, 3, 2013-09-10, review, 1, 
3,4,1, ORTRrw3ClZ0Ld0LgY1H_5g, 1, 4, 2008-08-20, review, 1, 
3,4,0, ORTRrw3ClZ0Ld0LgY1H_5g, 1, 4, 2010-06-11, review, 0, 
4,0,1, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 5, 2011-04-29, review, 2, 
9,3,2, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 4, 2011-05-21, review, 3, 
1,0,0, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 5, 2011-06-10, review, 0, 
0,0,1, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 5, 2012-03-28, review, 1, 
1,2,0, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 1, 2014-03-10, review, 0, 
2,2,0, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 3, 2014-05-19, review, 0, 
1,1,0, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 1, 2014-06-09, review, 0, 
8,1,1, ORTRrw3ClZ0Ld0LgY1H_5g, 3, 4, 2014-06-18, review, 1, 
1,2,0, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 4, 2014-07-21, review, 0, 
7,3,0, ORTRrw3ClZ0Ld0LgY1H_5g, 0, 1, 2014-10-12, review, 0, 
1,0,0, 9aw0t0rlACKkMaxsX0KlKA, 0, 4, 2009-08-28, review, 0, 
3,0,1, 9aw0t0rlACKkMaxsX0KlKA, 0, 5, 2009-11-03, review, 1, 
1,0,0, 9aw0t0rlACKkMaxsX0KlKA, 0, 4, 2013-01-21, review, 0, 
2,1,0, Tb7hQ37UFA2QFaMwjFieQw, 0, 1, 2009-08-25, review, 0, 
2,0,0, Tb7hQ37UFA2QFaMwjFieQw, 0, 2, 2012-01-22, review, 0, 
4,0,0, Tb7hQ37UFA2QFaMwjFieQw, 0, 5, 2013-03-17, review, 1, 
8,6,0, Tb7hQ37UFA2QFaMwjFieQw, 0, 1, 2013-06-18, review, 0, 
2,2,0, 21hqlWgjmNgW4pBZJDuziQ, 0, 2, 2009-05-06, review, 0, 
0,0,0, 21hqlWgjmNgW4pBZJDuziQ, 0, 2, 2011-07-11, review, 1, 
4,0,0, 21hqlWgjmNgW4pBZJDuziQ, 0, 3, 2012-06-24, review, 0, 
0,0,0, 21hqlWgjmNgW4pBZJDuziQ, 0, 1, 2013-04-26, review, 0, 
2,1,0, 21hqlWgjmNgW4pBZJDuziQ, 0, 4, 2013-09-21, review, 0, 
11,6,0, 21hqlWgjmNgW4pBZJDuziQ, 0, 4, 2014-01-06, review, 1, 
3,0,0, WxN-aV_puFazt3UGNLlw0A, 0, 2, 2009-04-28, review, 2, 
2,1,0, WxN-aV_puFazt3UGNLlw0A, 0, 5, 2011-07-12, review, 0, 
2,0,0, WxN-aV_puFazt3UGNLlw0A, 0, 4, 2012-06-24, review, 1, 
3,1,0, WxN-aV_puFazt3UGNLlw0A, 0, 3, 2013-01-04, review, 0, 
2,0,0, WxN-aV_puFazt3UGNLlw0A, 0, 4, 2013-06-23, review, 0, 
0,1,0, WxN-aV_puFazt3UGNLlw0A, 0, 2, 2013-08-11, review, 0, 
3,3,0, WxN-aV_puFazt3UGNLlw0A, 0, 3, 2013-08-16, review, 0, 
2,0,0, JL5B_s1EoN4zIru4JSw4Qg, 1, 5, 2012-04-23, review, 0, 
6,4,0, JL5B_s1EoN4zIru4JSw4Qg, 0, 2, 2012-06-12, review, 0, 
0,1,0, JL5B_s1EoN4zIru4JSw4Qg, 0, 2, 2013-08-21, review, 0, 
1,2,0, JL5B_s1EoN4zIru4JSw4Qg, 0, 1, 2013-10-19, review, 1, 
0,0,0, JL5B_s1EoN4zIru4JSw4Qg, 2, 1, 2013-11-23, review, 0, 
5,0,0, JL5B_s1EoN4zIru4JSw4Qg, 0, 5, 2014-06-04, review, 0, 
0,0,0, _8xYpVdKMllhuuf4PIvq8w, 0, 3, 2010-12-30, review, 0, 
1,3,0, _8xYpVdKMllhuuf4PIvq8w, 0, 2, 2012-04-02, review, 0, 
0,2,0, _8xYpVdKMllhuuf4PIvq8w, 0, 1, 2012-05-18, review, 0, 
7,0,0, _8xYpVdKMllhuuf4PIvq8w, 0, 4, 2012-09-20, review, 0, 
4,2,1, _8xYpVdKMllhuuf4PIvq8w, 0, 3, 2012-10-20, review, 2, 
1,0,0, _8xYpVdKMllhuuf4PIvq8w, 0, 2, 2013-02-22, review, 0, 
1,0,0, _8xYpVdKMllhuuf4PIvq8w, 0, 3, 2013-07-15, review, 0, 
4,1,0, _8xYpVdKMllhuuf4PIvq8w, 0, 4, 2013-09-01, review, 0, 
2,0,0, _8xYpVdKMllhuuf4PIvq8w, 0, 2, 2014-10-06, review, 0, 
0,1,0, K8Ebs8G1rwc3DBdznHvDxg, 0, 1, 2010-12-30, review, 0, 
2,1,0, K8Ebs8G1rwc3DBdznHvDxg, 0, 5, 2012-03-14, review, 0, 
3,1,0, K8Ebs8G1rwc3DBdznHvDxg, 0, 3, 2012-04-02, review, 0, 
2,0,0, K8Ebs8G1rwc3DBdznHvDxg, 0, 2, 2014-06-03, review, 0, 
4,0,1, tRhwP2jCg_lI1BrjdscNbw, 0, 4, 2011-04-07, review, 0, 
3,0,1, tRhwP2jCg_lI1BrjdscNbw, 0, 5, 2014-06-21, review, 0, 
1,0,1, tRhwP2jCg_lI1BrjdscNbw, 0, 5, 2014-09-22, review, 0, 
1,0,1, zvqxmVZgJ0XpJfb1Xn5jKQ, 0, 5, 2010-04-19, review, 0, 
1,0,0, zvqxmVZgJ0XpJfb1Xn5jKQ, 1, 5, 2012-05-30, review, 0, 
5,2,0, zvqxmVZgJ0XpJfb1Xn5jKQ, 0, 5, 2012-10-02, review, 0, 
0,2,0, zvqxmVZgJ0XpJfb1Xn5jKQ, 0, 2, 2013-11-08, review, 1, 
0,0,0, zvqxmVZgJ0XpJfb1Xn5jKQ, 0, 1, 2014-08-18, review, 0, 
1,0,0, uwiD9jxs09xxXG0by_xKuA, 0, 3, 2011-03-30, review, 0, 
7,0,0, uwiD9jxs09xxXG0by_xKuA, 0, 4, 2013-06-25, review, 0, 
2,3,0, uwiD9jxs09xxXG0by_xKuA, 0, 3, 2014-06-08, review, 0, 
2,0,0, uwiD9jxs09xxXG0by_xKuA, 0, 3, 2014-09-16, review, 2, 
1,2,0, uwiD9jxs09xxXG0by_xKuA, 0, 2, 2014-12-28, review, 0, 
6,5,0, f0eAe5PZMy_MEvxEEBYAcQ, 2, 2, 2010-10-21, review, 1, 
5,0,1, f0eAe5PZMy_MEvxEEBYAcQ, 1, 5, 2010-12-30, review, 1, 
0,1,0, f0eAe5PZMy_MEvxEEBYAcQ, 0, 3, 2011-06-07, review, 0, 
2,0,0, f0eAe5PZMy_MEvxEEBYAcQ, 0, 5, 2013-05-30, review, 0, 
5,1,0, f0eAe5PZMy_MEvxEEBYAcQ, 2, 5, 2014-01-08, review, 0, 
3,1,0, f0eAe5PZMy_MEvxEEBYAcQ, 0, 5, 2014-11-30, review, 0, 
4,1,1, zhQzX3CxM0tdBXwGUWmxGA, 2, 5, 2008-12-13, review, 0, 
2,1,2, zhQzX3CxM0tdBXwGUWmxGA, 1, 4, 2010-09-13, review, 6, 
14,4,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2011-01-31, review, 1, 
4,0,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 4, 2011-02-20, review, 0, 
6,4,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2011-03-21, review, 1, 
1,0,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2011-07-06, review, 0, 
2,0,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2011-07-26, review, 1, 
2,0,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2011-09-06, review, 1, 
0,1,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2012-01-09, review, 0, 
3,0,0, zhQzX3CxM0tdBXwGUWmxGA, 1, 5, 2012-04-29, review, 2, 
4,2,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2013-05-28, review, 1, 
4,0,1, zhQzX3CxM0tdBXwGUWmxGA, 1, 5, 2013-07-15, review, 1, 
1,0,0, zhQzX3CxM0tdBXwGUWmxGA, 0, 5, 2014-06-14, review, 2, 
3,1,0, zhQzX3CxM0tdBXwGUWmxGA, 1, 1, 2014-10-29, review, 1, 
2,0,1, ZS7-I04iDm4oRP_GJsJqrA, 0, 4, 2009-09-27, review, 1, 
8,2,5, ZS7-I04iDm4oRP_GJsJqrA, 3, 4, 2010-01-02, review, 5, 
6,2,0, ZS7-I04iDm4oRP_GJsJqrA, 0, 3, 2012-06-28, review, 0, 
1,3,1, xSYGuHecEWP7At0HYbO5Jg, 0, 3, 2010-04-05, review, 1, 
1,1,0, xSYGuHecEWP7At0HYbO5Jg, 1, 3, 2011-05-16, review, 1, 
1,5,0, xSYGuHecEWP7At0HYbO5Jg, 0, 1, 2011-07-12, review, 0, 
14,2,2, xSYGuHecEWP7At0HYbO5Jg, 1, 3, 2012-03-01, review, 3, 
2,0,0, xSYGuHecEWP7At0HYbO5Jg, 0, 1, 2013-08-14, review, 0, 
2,0,0, xSYGuHecEWP7At0HYbO5Jg, 0, 4, 2013-10-16, review, 0, 
2,1,0, xSYGuHecEWP7At0HYbO5Jg, 0, 5, 2014-08-16, review, 0, 
1,1,1, 7ijQJV72aBrEoJCtTBCHxw, 2, 2, 2009-03-26, review, 3, 
3,0,1, 7ijQJV72aBrEoJCtTBCHxw, 0, 5, 2011-01-17, review, 1, 
13,6,3, 7ijQJV72aBrEoJCtTBCHxw, 3, 5, 2011-03-28, review, 2, 
3,2,2, 7ijQJV72aBrEoJCtTBCHxw, 1, 4, 2012-12-11, review, 2, 
4,1,0, 7ijQJV72aBrEoJCtTBCHxw, 0, 4, 2012-12-20, review, 0, 
0,0,0, 7ijQJV72aBrEoJCtTBCHxw, 0, 3, 2013-03-08, review, 0, 
0,3,0, 7ijQJV72aBrEoJCtTBCHxw, 0, 3, 2013-08-07, review, 0, 
2,1,1, 7ijQJV72aBrEoJCtTBCHxw, 1, 4, 2013-11-16, review, 1, 
1,3,0, 7ijQJV72aBrEoJCtTBCHxw, 0, 1, 2014-02-27, review, 0, 
1,4,0, 7ijQJV72aBrEoJCtTBCHxw, 0, 1, 2014-03-14, review, 1, 
11,7,0, 7ijQJV72aBrEoJCtTBCHxw, 0, 2, 2014-05-01, review, 0, 
0,2,0, 7ijQJV72aBrEoJCtTBCHxw, 0, 2, 2014-06-06, review, 0, 
3,3,1, 7ijQJV72aBrEoJCtTBCHxw, 0, 5, 2014-06-10, review, 0, 
5,6,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2007-07-12, review, 1, 
0,2,0, z4cCguoHdU48pj6sXMIzqg, 0, 4, 2007-09-08, review, 0, 
18,2,2, z4cCguoHdU48pj6sXMIzqg, 0, 5, 2007-12-18, review, 3, 
5,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2008-02-25, review, 1, 
1,1,0, z4cCguoHdU48pj6sXMIzqg, 0, 3, 2008-03-29, review, 0, 
3,0,0, z4cCguoHdU48pj6sXMIzqg, 0, 4, 2008-07-08, review, 0, 
